Fecha     , Hora    ,                  PHP file,  file _L7m2Z7pl,  file _Y7ypS4i8
2020.10.06, 20:00:08,          aplicaciones.php,              64,              64
2020.10.06, 20:07:09,                sudoku.php,              64,              64
2020.10.06, 20:26:33,         ver-iq-test-2.php,              64,              64
2020.10.06, 20:29:04, ps-autocad-visualizar.php,              64,              64
2020.10.06, 20:37:11, atematica-estas-ahi-1.php,              64,              64
2020.10.06, 20:38:56, a-descriptiva-londres.php,              64,              64
2020.10.06, 21:04:22,          rompecabezas.php,              64,              64
2020.10.06, 21:41:42,               ingenio.php,              64,              64
2020.10.06, 22:02:37,            sumaoculta.html,              64,              64
2020.10.06, 22:09:37,            pentomania.php,              64,              64
2020.10.06, 22:52:19,               ingenio.php,              64,              64
2020.10.06, 22:59:04, ps-autocad-visualizar.php,              64,              64
2020.10.06, 23:44:38,        revista-enigma.php,              64,              64
2020.10.09, 19:25:55,          aplicaciones.php,              64,              64
2020.10.09, 19:43:45,          aplicaciones.php,              64,              64
2020.10.09, 19:43:52,               ingenio.php,              64,              64
2020.10.10, 00:00:21,             novedades.php,              64,              64
2020.10.10, 00:01:15,               ingenio.php,              64,              64
2020.10.10, 20:05:24,               ingenio.php,              64,              64
2020.10.10, 20:12:49,             novedades.php,              64,              64
2020.10.10, 20:13:21,               ingenio.php,              64,              64
2020.10.10, 20:38:57,               ingenio.php,              64,              64
2020.10.10, 20:39:30,               ingenio.php,              64,              64
2020.10.10, 20:40:02,               ingenio.php,              64,              64
2020.10.10, 20:40:04,               ingenio.php,              64,              64
2020.10.12, 22:04:51,               ingenio.php,              64,              64
2020.10.12, 22:04:59,          aplicaciones.php,              64,              64
2020.10.12, 22:05:06,                sumado.php,              64,              64
2020.10.12, 22:07:37,                sumado.php,              64,              64
2020.10.20, 10:57:52,               ingenio.php,              64,              64
2020.10.20, 10:57:57, roblemas_ingenio_2020.php,              64,              64
2020.10.20, 10:58:40,        temas-rep-graf.php,              64,              64
2020.10.20, 10:58:44, ver-publicac-rep-graf.php,              64,              64
2020.10.20, 11:00:18, ver-publicac-rep-graf.php,              64,              64
2020.10.20, 11:08:53,     repgrafsincorbata.php,              64,              64
2020.10.20, 11:43:29,               ingenio.php,              64,              64
2020.10.20, 11:43:32,            sumaoculta.html,              64,              64
2020.10.20, 11:43:36, esolviendo_sumaoculta.html,              64,              64
2020.10.20, 13:35:08, esolviendo_sumaoculta.html,              64,              64
2020.10.20, 13:35:22, esolviendo_sumaoculta.html,              64,              64
2020.10.23, 11:58:58,               ingenio.php,              64,              64
2020.10.23, 23:24:52,             novedades.php,              64,              64
2020.10.24, 00:13:23,             novedades.php,              64,              64
2020.10.24, 00:23:34,          aplicaciones.php,              64,              64
2020.10.24, 00:23:39,        temas-rep-graf.php,              64,              64
2020.10.24, 00:24:57,               ingenio.php,              64,              64
2020.10.24, 00:26:40,          aplicaciones.php,              64,              64
2020.10.24, 00:26:52,             novedades.php,              64,              64
2020.10.24, 00:28:53,            sumaoculta.html,              64,              64
2020.10.24, 17:55:15,        revista-enigma.php,              64,              64
2020.10.24, 18:50:56,             novedades.php,              64,              64
2020.10.24, 18:59:10,             novedades.php,              64,              64
2020.10.24, 19:01:28,             novedades.php,              64,              64
2020.10.24, 19:48:49,        temas-rep-graf.php,              64,              64
2020.10.24, 19:54:04,        temas-rep-graf.php,              64,              64
2020.10.24, 19:54:27,          aplicaciones.php,              64,              64
2020.10.24, 19:54:41,    metodo-intelectual.php,              64,              64
2020.10.24, 19:56:08,           calendarios.php,              64,              64
2020.10.24, 19:56:24,         publicaciones.php,              64,              64
2020.10.24, 19:56:31,         publicaciones.php,              64,              64
2020.10.24, 21:38:44,        revista-enigma.php,              64,              64
2020.10.24, 22:11:04,          aplicaciones.php,              64,              64
2020.10.24, 22:15:42,        temas-rep-graf.php,              64,              64
2020.10.24, 22:15:46,            alias-acad.php,              64,              64
2020.10.24, 22:17:08,          aplicaciones.php,              64,              64
2020.10.25, 10:12:17,        temas-rep-graf.php,              64,              64
2020.10.25, 12:21:01,        temas-rep-graf.php,              64,              64
2020.10.25, 12:25:12,        temas-rep-graf.php,              64,              64
2020.10.25, 18:48:02,          49rompecocos.php,              64,              64
2020.10.25, 18:50:31,          49rompecocos.php,              64,              64
2020.10.25, 18:51:37,          49rompecocos.php,              64,              64
2020.10.25, 22:04:12,            sumaoculta.html,              64,              64
